,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Normalized_FSP.1,Unary_FSP.1,Normalized_FSW.1,Unary_FSW.1,Normalized_SSP.1,Unary_SSP.1,Normalized_SSW.1,Unary_SSW.1,Normalized_FSP.2,Unary_FSP.2,Normalized_SSP.2,Unary_SSP.2,Unary_SSW.2,FSP_diff,FSW_diff,"GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSW_diff","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSW.2","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_sum_SSW.1","GROUPBY_['Player1', 'Round']_mean_FSP.1",Player1_vs_Player2_FSW_diff,Player1_vs_Player2_FSP_diff
742,S.Bolelli,G.Dimitrov,742,1,1,73,43,27,10,59,34,41,13,0.7291666666666666,0.7291666666666666,0.37735849056603776,0.37735849056603776,0.2708333333333333,0.2708333333333333,0.17647058823529413,0.19230769230769232,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.22807017543859648,0.23728813559322035,9,0.23728813559322035,1.0,9.0,10.0,27.0,1.0,13.0,27.0,10,73.0,9,14
743,A.Seppi,D.Istomin,743,1,0,62,78,38,32,61,84,39,36,0.5,0.5,0.7075471698113207,0.7075471698113207,0.5,0.5,0.6078431372549019,0.6153846153846154,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.631578947368421,0.01639344262295082,-6,0.01639344262295082,0.0,-6.0,32.0,38.0,0.0,36.0,38.0,32,62.0,-6,1
744,J.Nieminen,M.Llodra,744,1,1,62,43,38,21,65,44,35,18,0.5,0.5,0.37735849056603776,0.37735849056603776,0.5,0.5,0.39215686274509803,0.40384615384615385,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.3157894736842105,-0.046153846153846156,-1,-0.046153846153846156,1.0,-1.0,21.0,38.0,1.0,18.0,38.0,21,62.0,-1,-3
745,A.Bedene,L.Mayer,745,1,1,63,47,37,20,60,34,40,16,0.5208333333333334,0.5208333333333334,0.41509433962264153,0.41509433962264153,0.4791666666666667,0.4791666666666667,0.37254901960784315,0.38461538461538464,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.2807017543859649,0.05,13,0.05,1.0,13.0,20.0,37.0,1.0,16.0,37.0,20,63.0,13,3
746,M.Ebden,K.Nishikori,746,1,1,67,37,33,19,61,39,39,12,0.6041666666666666,0.6041666666666666,0.32075471698113206,0.32075471698113206,0.3958333333333333,0.3958333333333333,0.35294117647058826,0.36538461538461536,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.21052631578947367,0.09836065573770492,-2,0.09836065573770492,1.0,-2.0,19.0,33.0,1.0,12.0,33.0,19,67.0,-2,6
747,P.Kohlschreiber,I.Dodig,747,1,1,65,84,35,25,57,75,43,37,0.5625,0.5625,0.7641509433962265,0.7641509433962265,0.4375,0.4375,0.47058823529411764,0.4807692307692308,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.6491228070175439,0.14035087719298245,9,0.14035087719298245,1.0,9.0,25.0,35.0,1.0,37.0,35.0,25,65.0,9,8
748,D.Kudla,J.Duckworth,748,1,0,58,63,42,20,61,63,39,35,0.4166666666666667,0.4166666666666667,0.5660377358490566,0.5660377358490566,0.5833333333333334,0.5833333333333334,0.37254901960784315,0.38461538461538464,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.6140350877192983,-0.04918032786885246,0,-0.04918032786885246,0.0,0.0,20.0,42.0,0.0,35.0,42.0,20,58.0,0,-3
749,I.Sijsling,A.Kuznetsov,749,1,0,61,39,39,11,60,49,40,21,0.4791666666666667,0.4791666666666667,0.33962264150943394,0.33962264150943394,0.5208333333333334,0.5208333333333334,0.19607843137254902,0.21153846153846154,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.3684210526315789,0.016666666666666666,-10,0.016666666666666666,0.0,-10.0,11.0,39.0,0.0,21.0,38.0,11,62.0,-10,1
750,C.Berlocq,M.Raonic,750,1,1,71,45,29,13,64,42,36,18,0.6875,0.6875,0.39622641509433965,0.39622641509433965,0.3125,0.3125,0.23529411764705882,0.25,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.3157894736842105,0.109375,3,0.109375,1.0,3.0,13.0,29.0,1.0,18.0,29.0,13,71.0,3,7
751,A.Dolgopolov,G.Elias,751,1,0,43,22,57,26,64,38,36,19,0.10416666666666667,0.10416666666666667,0.1792452830188679,0.1792452830188679,0.8958333333333334,0.8958333333333334,0.49019607843137253,0.5,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.3333333333333333,-0.328125,-16,-0.328125,0.0,-16.0,26.0,57.0,0.0,19.0,57.0,26,43.0,-16,-21
752,S.Giraldo,H.Zeballos,752,1,0,61,66,39,37,73,76,27,30,0.4791666666666667,0.4791666666666667,0.5943396226415094,0.5943396226415094,0.5208333333333334,0.5208333333333334,0.7058823529411765,0.7115384615384616,0.7849462365591398,0.7849462365591398,0.21505376344086022,0.21505376344086022,0.5263157894736842,-0.1643835616438356,-10,-0.1643835616438356,0.0,-10.0,37.0,39.0,0.0,30.0,39.0,37,61.0,-10,-12
753,T.Gabashvili,R.Bautista Agut,753,1,1,75,63,25,16,58,40,42,21,0.7708333333333334,0.7708333333333334,0.5660377358490566,0.5660377358490566,0.22916666666666666,0.22916666666666666,0.29411764705882354,0.3076923076923077,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.3684210526315789,0.29310344827586204,23,0.29310344827586204,1.0,23.0,16.0,25.0,1.0,21.0,25.0,16,75.0,23,17
754,M.Alund,D.Ferrer,754,1,1,68,57,32,15,74,53,26,13,0.625,0.625,0.5094339622641509,0.5094339622641509,0.375,0.375,0.27450980392156865,0.28846153846153844,0.7956989247311828,0.7956989247311828,0.20430107526881722,0.20430107526881722,0.22807017543859648,-0.08108108108108109,4,-0.08108108108108109,1.0,4.0,15.0,32.0,1.0,13.0,32.0,15,68.0,4,-6
755,T.Berdych,M.Klizan,755,1,0,64,38,36,18,62,47,38,17,0.5416666666666666,0.5416666666666666,0.330188679245283,0.330188679245283,0.4583333333333333,0.4583333333333333,0.3333333333333333,0.34615384615384615,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2982456140350877,0.03225806451612903,-9,0.03225806451612903,0.0,-9.0,18.0,36.0,0.0,17.0,36.0,18,64.0,-9,2
756,D.Gimeno-Traver,D.Brands,756,1,1,65,90,35,38,69,93,31,27,0.5625,0.5625,0.8207547169811321,0.8207547169811321,0.4375,0.4375,0.7254901960784313,0.7307692307692307,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.47368421052631576,-0.057971014492753624,-3,-0.057971014492753624,1.0,-3.0,38.0,35.0,1.0,27.0,35.0,38,65.0,-3,-4
757,M.Przysiezny,P.Petzschner,757,1,0,65,31,35,11,56,41,44,21,0.5625,0.5625,0.2641509433962264,0.2641509433962264,0.4375,0.4375,0.19607843137254902,0.21153846153846154,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.3684210526315789,0.16071428571428573,-10,0.16071428571428573,0.0,-10.0,11.0,35.0,0.0,21.0,35.0,11,65.0,-10,9
758,O.Rochus,K.Anderson,758,1,1,72,39,28,14,62,30,38,17,0.7083333333333334,0.7083333333333334,0.33962264150943394,0.33962264150943394,0.2916666666666667,0.2916666666666667,0.2549019607843137,0.2692307692307692,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.2982456140350877,0.16129032258064516,9,0.16129032258064516,1.0,9.0,14.0,28.0,1.0,17.0,28.0,14,72.0,9,10
759,S.Querrey,B.Tomic,759,1,1,78,86,22,20,64,81,36,28,0.8333333333333334,0.8333333333333334,0.7830188679245284,0.7830188679245284,0.16666666666666666,0.16666666666666666,0.37254901960784315,0.38461538461538464,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.49122807017543857,0.21875,5,0.21875,1.0,5.0,20.0,22.0,1.0,28.0,22.0,20,78.0,5,14
760,T.De Bakker,J.Blake,760,1,1,52,30,48,20,64,30,36,14,0.2916666666666667,0.2916666666666667,0.25471698113207547,0.25471698113207547,0.7083333333333334,0.7083333333333334,0.37254901960784315,0.38461538461538464,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.24561403508771928,-0.1875,0,-0.1875,1.0,0.0,20.0,48.0,1.0,14.0,48.0,20,52.0,0,-12
761,G.Soeda,A.Haider-Maurer,761,1,0,56,43,44,18,55,39,45,25,0.375,0.375,0.37735849056603776,0.37735849056603776,0.625,0.625,0.3333333333333333,0.34615384615384615,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.43859649122807015,0.01818181818181818,4,0.01818181818181818,0.0,4.0,18.0,44.0,0.0,25.0,44.0,18,56.0,4,1
762,M.Granollers,R.Gasquet,762,1,1,65,65,35,22,72,73,28,15,0.5625,0.5625,0.5849056603773585,0.5849056603773585,0.4375,0.4375,0.4117647058823529,0.4230769230769231,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.2631578947368421,-0.09722222222222222,-8,-0.09722222222222222,1.0,-8.0,22.0,35.0,1.0,15.0,35.0,22,65.0,-8,-7
763,T.Haas,D.Tursunov,763,1,0,56,37,44,24,64,56,36,18,0.375,0.375,0.32075471698113206,0.32075471698113206,0.625,0.625,0.45098039215686275,0.46153846153846156,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.3157894736842105,-0.125,-19,-0.125,0.0,-19.0,24.0,44.0,0.0,18.0,44.0,24,56.0,-19,-8
764,Y-T.Wang,W.Odesnik,764,1,0,70,73,30,28,69,69,31,22,0.6666666666666666,0.6666666666666666,0.660377358490566,0.660377358490566,0.3333333333333333,0.3333333333333333,0.5294117647058824,0.5384615384615384,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.38596491228070173,0.014492753623188406,4,0.014492753623188406,0.0,4.0,28.0,30.0,0.0,22.0,30.0,28,70.0,4,1
765,P-H.Mathieu,R.Berankis,765,1,0,52,73,48,36,61,73,39,30,0.2916666666666667,0.2916666666666667,0.660377358490566,0.660377358490566,0.7083333333333334,0.7083333333333334,0.6862745098039216,0.6923076923076923,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.5263157894736842,-0.14754098360655737,0,-0.14754098360655737,0.0,0.0,36.0,48.0,0.0,30.0,48.0,36,52.0,0,-9
766,F.Lopez,G.Simon,766,1,0,60,49,40,27,71,55,29,17,0.4583333333333333,0.4583333333333333,0.4339622641509434,0.4339622641509434,0.5416666666666666,0.5416666666666666,0.5098039215686274,0.5192307692307693,0.7634408602150538,0.7634408602150538,0.23655913978494625,0.23655913978494625,0.2982456140350877,-0.15492957746478872,-6,-0.15492957746478872,0.0,-6.0,27.0,40.0,0.0,17.0,40.0,27,60.0,-6,-11
767,J.Chardy,R.Harrison,767,1,0,65,70,35,30,66,66,34,22,0.5625,0.5625,0.6320754716981132,0.6320754716981132,0.4375,0.4375,0.5686274509803921,0.5769230769230769,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.38596491228070173,-0.015151515151515152,4,-0.015151515151515152,0.0,4.0,30.0,35.0,0.0,22.0,35.0,30,65.0,4,-1
768,J.Struff,B.Kavcic,768,1,0,58,40,42,12,59,38,41,22,0.4166666666666667,0.4166666666666667,0.3490566037735849,0.3490566037735849,0.5833333333333334,0.5833333333333334,0.21568627450980393,0.23076923076923078,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.38596491228070173,-0.01694915254237288,2,-0.01694915254237288,0.0,2.0,12.0,42.0,0.0,22.0,42.0,12,58.0,2,-1
769,S.Johnson,B.Reynolds,769,1,1,62,68,38,38,55,76,45,39,0.5,0.5,0.6132075471698113,0.6132075471698113,0.5,0.5,0.7254901960784313,0.7307692307692307,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.6842105263157895,0.12727272727272726,-8,0.12727272727272726,1.0,-8.0,38.0,38.0,1.0,39.0,38.0,38,62.0,-8,7
770,F.Mayer,N.Djokovic,770,1,1,63,41,37,26,60,46,40,20,0.5208333333333334,0.5208333333333334,0.3584905660377358,0.3584905660377358,0.4791666666666667,0.4791666666666667,0.49019607843137253,0.5,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.3508771929824561,0.05,-5,0.05,1.0,-5.0,26.0,37.0,1.0,20.0,37.0,26,63.0,-5,3
771,A.Murray,Y-H.Lu,771,2,0,66,49,34,13,63,44,37,20,0.5833333333333334,0.5833333333333334,0.4339622641509434,0.4339622641509434,0.4166666666666667,0.4166666666666667,0.23529411764705882,0.25,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.3508771929824561,0.047619047619047616,5,0.047619047619047616,0.0,5.0,13.0,34.0,0.0,20.0,34.0,13,66.0,5,3
772,N.Mahut,T.Robredo,772,2,1,63,52,37,28,65,48,35,18,0.5208333333333334,0.5208333333333334,0.46226415094339623,0.46226415094339623,0.4791666666666667,0.4791666666666667,0.5294117647058824,0.5384615384615384,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.3157894736842105,-0.03076923076923077,4,-0.03076923076923077,1.0,4.0,28.0,37.0,1.0,18.0,37.0,28,63.0,4,-2
773,M.Youzhny,V.Pospisil,773,2,0,63,83,37,25,64,76,36,39,0.5208333333333334,0.5208333333333334,0.7547169811320755,0.7547169811320755,0.4791666666666667,0.4791666666666667,0.47058823529411764,0.4807692307692308,0.6881720430107527,0.6881720430107527,0.3118279569892473,0.3118279569892473,0.6842105263157895,-0.015625,7,-0.015625,0.0,7.0,25.0,37.0,0.0,39.0,37.0,25,63.0,7,-1
774,A.Kuznetsov,V.Troicki,774,2,1,63,43,37,16,65,34,35,15,0.5208333333333334,0.5208333333333334,0.37735849056603776,0.37735849056603776,0.4791666666666667,0.4791666666666667,0.29411764705882354,0.3076923076923077,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.2631578947368421,-0.03076923076923077,9,-0.03076923076923077,1.0,9.0,16.0,37.0,1.0,15.0,37.0,16,63.0,9,-2
775,R.Ram,J.Monaco,775,2,1,68,54,32,24,77,68,23,11,0.625,0.625,0.4811320754716981,0.4811320754716981,0.375,0.375,0.45098039215686275,0.46153846153846156,0.8279569892473119,0.8279569892473119,0.17204301075268819,0.17204301075268819,0.19298245614035087,-0.11688311688311688,-14,-0.11688311688311688,1.0,-14.0,24.0,32.0,1.0,11.0,32.0,24,68.0,-14,-9
776,J.Benneteau,F.Verdasco,776,2,1,55,48,45,27,62,55,38,24,0.3541666666666667,0.3541666666666667,0.42452830188679247,0.42452830188679247,0.6458333333333334,0.6458333333333334,0.5098039215686274,0.5192307692307693,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.42105263157894735,-0.11290322580645161,-7,-0.11290322580645161,1.0,-7.0,27.0,45.0,1.0,24.0,45.0,27,55.0,-7,-7
777,E.Gulbis,J-W.Tsonga,777,2,0,68,40,32,13,61,40,39,17,0.625,0.625,0.3490566037735849,0.3490566037735849,0.375,0.375,0.23529411764705882,0.25,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.2982456140350877,0.11475409836065574,0,0.11475409836065574,0.0,0.0,13.0,32.0,0.0,17.0,32.0,13,68.0,0,7
778,R.Federer,S.Stakhovsky,778,2,1,66,83,34,36,72,91,28,24,0.5833333333333334,0.5833333333333334,0.7547169811320755,0.7547169811320755,0.4166666666666667,0.4166666666666667,0.6862745098039216,0.6923076923076923,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.42105263157894735,-0.08333333333333333,-8,-0.08333333333333333,1.0,-8.0,36.0,34.0,1.0,24.0,34.0,36,66.0,-8,-6
779,J.Reister,J.Melzer,779,2,1,64,60,36,33,70,68,30,27,0.5416666666666666,0.5416666666666666,0.5377358490566038,0.5377358490566038,0.4583333333333333,0.4583333333333333,0.6274509803921569,0.6346153846153846,0.7526881720430108,0.7526881720430108,0.24731182795698925,0.24731182795698925,0.47368421052631576,-0.08571428571428572,-8,-0.08571428571428572,1.0,-8.0,33.0,36.0,1.0,27.0,36.0,33,64.0,-8,-6
780,G.Rufin,N.Almagro,780,2,1,69,71,31,20,63,63,37,18,0.6458333333333334,0.6458333333333334,0.6415094339622641,0.6415094339622641,0.3541666666666667,0.3541666666666667,0.37254901960784315,0.38461538461538464,0.6774193548387096,0.6774193548387096,0.3225806451612903,0.3225806451612903,0.3157894736842105,0.09523809523809523,8,0.09523809523809523,1.0,8.0,20.0,31.0,1.0,18.0,31.0,20,69.0,8,6
781,L.Hewitt,D.Brown,781,2,1,64,71,36,25,55,52,45,29,0.5416666666666666,0.5416666666666666,0.6415094339622641,0.6415094339622641,0.4583333333333333,0.4583333333333333,0.47058823529411764,0.4807692307692308,0.5913978494623656,0.5913978494623656,0.40860215053763443,0.40860215053763443,0.5087719298245614,0.16363636363636364,19,0.16363636363636364,1.0,19.0,25.0,36.0,1.0,29.0,36.0,25,64.0,19,9
782,B.Paire,S.Robert,782,2,0,61,42,39,23,57,49,43,23,0.4791666666666667,0.4791666666666667,0.36792452830188677,0.36792452830188677,0.5208333333333334,0.5208333333333334,0.43137254901960786,0.4423076923076923,0.6129032258064516,0.6129032258064516,0.3870967741935484,0.3870967741935484,0.40350877192982454,0.07017543859649122,-7,0.07017543859649122,0.0,-7.0,23.0,39.0,0.0,23.0,39.0,23,61.0,-7,4
783,J.Del Potro,J.Levine,783,2,0,61,41,39,16,69,46,31,16,0.4791666666666667,0.4791666666666667,0.3584905660377358,0.3584905660377358,0.5208333333333334,0.5208333333333334,0.29411764705882354,0.3076923076923077,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.2807017543859649,-0.11594202898550725,-5,-0.11594202898550725,0.0,-5.0,16.0,39.0,0.0,16.0,39.0,16,61.0,-5,-8
784,G.Zemlja,G.Dimitrov,784,2,0,68,92,32,33,56,79,44,47,0.625,0.625,0.839622641509434,0.839622641509434,0.375,0.375,0.6274509803921569,0.6346153846153846,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.8245614035087719,0.21428571428571427,13,0.21428571428571427,0.0,13.0,33.0,32.0,0.0,47.0,32.0,33,68.0,13,12
785,L.Mayer,K.Nishikori,785,2,1,67,51,33,19,65,44,35,15,0.6041666666666666,0.6041666666666666,0.4528301886792453,0.4528301886792453,0.3958333333333333,0.3958333333333333,0.35294117647058826,0.36538461538461536,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.2631578947368421,0.03076923076923077,7,0.03076923076923077,1.0,7.0,19.0,33.0,1.0,15.0,33.0,19,67.0,7,2
786,I.Dodig,D.Kudla,786,2,0,57,39,43,24,61,55,39,22,0.3958333333333333,0.3958333333333333,0.33962264150943394,0.33962264150943394,0.6041666666666666,0.6041666666666666,0.45098039215686275,0.46153846153846156,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.38596491228070173,-0.06557377049180328,-16,-0.06557377049180328,0.0,-16.0,24.0,43.0,0.0,22.0,43.0,24,57.0,-16,-4
787,I.Sijsling,M.Raonic,787,2,0,68,57,32,17,67,52,33,23,0.625,0.625,0.5094339622641509,0.5094339622641509,0.375,0.375,0.3137254901960784,0.3269230769230769,0.7204301075268817,0.7204301075268817,0.27956989247311825,0.27956989247311825,0.40350877192982454,0.014925373134328358,5,0.014925373134328358,0.0,5.0,17.0,32.0,0.0,23.0,32.0,17,68.0,5,1
788,T.Berdych,D.Brands,788,2,0,75,53,25,11,58,40,42,26,0.7708333333333334,0.7708333333333334,0.4716981132075472,0.4716981132075472,0.22916666666666666,0.22916666666666666,0.19607843137254902,0.21153846153846154,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.45614035087719296,0.29310344827586204,13,0.29310344827586204,0.0,13.0,11.0,25.0,0.0,26.0,25.0,11,75.0,13,17
789,M.Przysiezny,K.Anderson,789,2,1,69,49,31,18,60,42,40,21,0.6458333333333334,0.6458333333333334,0.4339622641509434,0.4339622641509434,0.3541666666666667,0.3541666666666667,0.3333333333333333,0.34615384615384615,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.3684210526315789,0.15,7,0.15,1.0,7.0,18.0,31.0,1.0,21.0,31.0,18,69.0,7,9
790,B.Tomic,J.Blake,790,2,0,59,37,41,16,72,54,28,13,0.4375,0.4375,0.32075471698113206,0.32075471698113206,0.5625,0.5625,0.29411764705882354,0.3076923076923077,0.7741935483870968,0.7741935483870968,0.22580645161290322,0.22580645161290322,0.22807017543859648,-0.18055555555555555,-17,-0.18055555555555555,0.0,-17.0,16.0,41.0,0.0,13.0,41.0,16,59.0,-17,-13
791,G.Soeda,R.Gasquet,791,2,1,57,47,43,23,56,45,44,20,0.3958333333333333,0.3958333333333333,0.41509433962264153,0.41509433962264153,0.6041666666666666,0.6041666666666666,0.43137254901960786,0.4423076923076923,0.6021505376344086,0.6021505376344086,0.3978494623655914,0.3978494623655914,0.3508771929824561,0.017857142857142856,2,0.017857142857142856,1.0,2.0,23.0,43.0,1.0,20.0,43.0,23,57.0,2,1
792,J.Chardy,J.Struff,792,2,1,55,36,45,17,59,28,41,16,0.3541666666666667,0.3541666666666667,0.3113207547169811,0.3113207547169811,0.6458333333333334,0.6458333333333334,0.3137254901960784,0.3269230769230769,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.2807017543859649,-0.06779661016949153,8,-0.06779661016949153,1.0,8.0,17.0,45.0,1.0,16.0,45.0,17,55.0,8,-4
793,B.Reynolds,N.Djokovic,793,2,1,59,39,41,22,68,53,32,15,0.4375,0.4375,0.33962264150943394,0.33962264150943394,0.5625,0.5625,0.4117647058823529,0.4230769230769231,0.7311827956989247,0.7311827956989247,0.26881720430107525,0.26881720430107525,0.2631578947368421,-0.1323529411764706,-14,-0.1323529411764706,1.0,-14.0,22.0,41.0,1.0,15.0,41.0,22,59.0,-14,-9
794,A.Murray,T.Robredo,794,3,0,67,47,33,12,65,44,35,16,0.6041666666666666,0.6041666666666666,0.41509433962264153,0.41509433962264153,0.3958333333333333,0.3958333333333333,0.21568627450980393,0.23076923076923078,0.6989247311827957,0.6989247311827957,0.3010752688172043,0.3010752688172043,0.2807017543859649,0.03076923076923077,3,0.03076923076923077,0.0,3.0,12.0,33.0,0.0,16.0,33.0,12,67.0,3,2
795,S.Stakhovsky,J.Melzer,795,3,1,67,51,33,19,62,45,38,21,0.6041666666666666,0.6041666666666666,0.4528301886792453,0.4528301886792453,0.3958333333333333,0.3958333333333333,0.35294117647058826,0.36538461538461536,0.6666666666666666,0.6666666666666666,0.3333333333333333,0.3333333333333333,0.3684210526315789,0.08064516129032258,6,0.08064516129032258,1.0,6.0,19.0,33.0,1.0,21.0,33.0,19,67.0,6,5
796,J.Janowicz,N.Almagro,796,3,0,72,58,28,8,69,52,31,16,0.7083333333333334,0.7083333333333334,0.5188679245283019,0.5188679245283019,0.2916666666666667,0.2916666666666667,0.13725490196078433,0.15384615384615385,0.7419354838709677,0.7419354838709677,0.25806451612903225,0.25806451612903225,0.2807017543859649,0.043478260869565216,6,0.043478260869565216,0.0,6.0,8.0,28.0,0.0,16.0,28.0,8,72.0,6,3
797,D.Brown,A.Mannarino,797,3,1,65,44,35,20,58,42,42,16,0.5625,0.5625,0.3867924528301887,0.3867924528301887,0.4375,0.4375,0.37254901960784315,0.38461538461538464,0.6236559139784946,0.6236559139784946,0.3763440860215054,0.3763440860215054,0.2807017543859649,0.1206896551724138,2,0.1206896551724138,1.0,2.0,20.0,35.0,1.0,16.0,35.0,20,65.0,2,7
798,J.Del Potro,G.Zemlja,798,3,0,67,53,33,11,61,47,39,20,0.6041666666666666,0.6041666666666666,0.4716981132075472,0.4716981132075472,0.3958333333333333,0.3958333333333333,0.19607843137254902,0.21153846153846154,0.6559139784946236,0.6559139784946236,0.34408602150537637,0.34408602150537637,0.3508771929824561,0.09836065573770492,6,0.09836065573770492,0.0,6.0,11.0,33.0,0.0,20.0,33.0,11,67.0,6,6
799,A.Seppi,K.Nishikori,799,3,0,69,63,31,23,60,65,40,34,0.6458333333333334,0.6458333333333334,0.5660377358490566,0.5660377358490566,0.3541666666666667,0.3541666666666667,0.43137254901960786,0.4423076923076923,0.6451612903225806,0.6451612903225806,0.3548387096774194,0.3548387096774194,0.5964912280701754,0.15,-2,0.15,0.0,-2.0,23.0,31.0,0.0,34.0,31.0,23,69.0,-2,9
800,I.Dodig,I.Sijsling,800,3,0,62,12,38,4,47,12,53,17,0.5,0.5,0.08490566037735849,0.08490566037735849,0.5,0.5,0.058823529411764705,0.07692307692307693,0.5053763440860215,0.5053763440860215,0.4946236559139785,0.4946236559139785,0.2982456140350877,0.3191489361702128,0,0.3191489361702128,0.0,0.0,4.0,38.0,0.0,17.0,38.0,4,62.0,0,15
801,A.Dolgopolov,D.Ferrer,801,3,1,70,76,30,22,59,76,41,33,0.6666666666666666,0.6666666666666666,0.6886792452830188,0.6886792452830188,0.3333333333333333,0.3333333333333333,0.4117647058823529,0.4230769230769231,0.6344086021505376,0.6344086021505376,0.3655913978494624,0.3655913978494624,0.5789473684210527,0.1864406779661017,0,0.1864406779661017,1.0,0.0,22.0,30.0,1.0,33.0,30.0,22,70.0,0,11
802,T.Berdych,K.Anderson,802,3,0,60,53,40,25,53,54,47,27,0.4583333333333333,0.4583333333333333,0.4716981132075472,0.4716981132075472,0.5416666666666666,0.5416666666666666,0.47058823529411764,0.4807692307692308,0.5698924731182796,0.5698924731182796,0.43010752688172044,0.43010752688172044,0.47368421052631576,0.1320754716981132,-1,0.1320754716981132,0.0,-1.0,25.0,40.0,0.0,27.0,40.0,25,60.0,-1,7
803,B.Tomic,R.Gasquet,803,3,0,69,83,31,27,81,101,19,15,0.6458333333333334,0.6458333333333334,0.7547169811320755,0.7547169811320755,0.3541666666666667,0.3541666666666667,0.5098039215686274,0.5192307692307693,0.8709677419354839,0.8709677419354839,0.12903225806451613,0.12903225806451613,0.2631578947368421,-0.14814814814814814,-18,-0.14814814814814814,0.0,-18.0,27.0,31.0,0.0,15.0,31.0,27,69.0,-18,-12
804,T.Haas,F.Lopez,804,3,0,54,48,46,30,76,63,24,18,0.3333333333333333,0.3333333333333333,0.42452830188679247,0.42452830188679247,0.6666666666666666,0.6666666666666666,0.5686274509803921,0.5769230769230769,0.8172043010752689,0.8172043010752689,0.1827956989247312,0.1827956989247312,0.3157894736842105,-0.2894736842105263,-15,-0.2894736842105263,0.0,-15.0,30.0,46.0,0.0,18.0,46.0,30,54.0,-15,-22
805,J.Chardy,N.Djokovic,805,3,1,74,40,26,12,66,32,34,15,0.75,0.75,0.3490566037735849,0.3490566037735849,0.25,0.25,0.21568627450980393,0.23076923076923078,0.7096774193548387,0.7096774193548387,0.2903225806451613,0.2903225806451613,0.2631578947368421,0.12121212121212122,8,0.12121212121212122,1.0,8.0,12.0,26.0,1.0,15.0,26.0,12,74.0,8,8
