,Player2,Player1,Unnamed: 0,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,Unary_SSP.1,Unary_SSW.1,Unary_SSP.2,FSP_diff,FSW_diff,SSW_diff,FSP_ratio,Total_serve_percentage_1,Total_won_serves_1,Total_serve_percentage_2,GROUPBY_['Round']_mean_FSP_diff,"GROUPBY_['Player1', 'Player2']_mean_FSP_diff","GROUPBY_['Player1', 'Player2']_mean_SSW_diff",GROUPBY_['Round']_mean_Total_won_serves_1,"GROUPBY_['Player1', 'Player2']_max_Round","GROUPBY_['Player1', 'Player2']_max_FSP.1","GROUPBY_['Player1', 'Player2']_count_Round","GROUPBY_['Player1', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2']_mean_Result","GROUPBY_['Player1', 'Player2', 'Round']_mean_SSP.1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP_ratio",Player1_has_high_FSW
735,B.Paire,A.Ungur,735,1,0,59,43,41,25,63,51,37,18,0.5625,0.4807692307692308,0.3225806451612903,-4,-8,7,0.9365079365079365,2.4390243902439024,68,100,0.5652985074626866,-4.0,7.0,57.115671641791046,1,59,1,41.0,0.0,41.0,0.9365079365079365,0
736,A.Falla,S.Robert,736,1,1,68,50,32,13,57,41,43,22,0.375,0.25,0.3870967741935484,11,9,-9,1.1929824561403508,3.125,63,100,0.5652985074626866,11.0,-9.0,57.115671641791046,1,68,1,32.0,1.0,32.0,1.1929824561403508,1
737,I.Andreev,L.Kubot,737,1,1,60,34,40,16,69,28,31,9,0.5416666666666666,0.3076923076923077,0.25806451612903225,-9,6,7,0.8695652173913043,2.5,50,100,0.5652985074626866,-9.0,7.0,57.115671641791046,1,60,1,40.0,1.0,40.0,0.8695652173913043,1
738,S.Darcis,R.Nadal,738,1,0,67,52,33,21,60,53,40,28,0.3958333333333333,0.40384615384615385,0.3548387096774194,7,-1,-7,1.1166666666666667,3.0303030303030303,73,100,0.5652985074626866,7.0,-7.0,57.115671641791046,1,67,1,33.0,0.0,33.0,1.1166666666666667,0
739,J.Del Potro,A.Ramos,739,1,0,58,30,42,8,73,45,27,12,0.5833333333333334,0.15384615384615385,0.21505376344086022,-15,-15,-4,0.7945205479452054,2.380952380952381,38,100,0.5652985074626866,-15.0,-4.0,57.115671641791046,1,58,1,42.0,0.0,42.0,0.7945205479452054,0
740,J.Levine,G.Pella,740,1,0,65,58,35,26,63,63,37,29,0.4375,0.5,0.3225806451612903,2,-5,-3,1.0317460317460319,2.857142857142857,84,100,0.5652985074626866,2.0,-3.0,57.115671641791046,1,65,1,35.0,0.0,35.0,1.0317460317460319,0
741,M.Russell,G.Zemlja,741,1,1,68,67,32,20,66,60,34,17,0.375,0.38461538461538464,0.2903225806451613,2,7,3,1.0303030303030303,3.125,87,100,0.5652985074626866,2.0,3.0,57.115671641791046,1,68,1,32.0,1.0,32.0,1.0303030303030303,1
742,S.Bolelli,G.Dimitrov,742,1,1,73,43,27,10,59,34,41,13,0.2708333333333333,0.19230769230769232,0.3655913978494624,14,9,-3,1.2372881355932204,3.7037037037037037,53,100,0.5652985074626866,14.0,-3.0,57.115671641791046,1,73,1,27.0,1.0,27.0,1.2372881355932204,1
743,A.Seppi,D.Istomin,743,1,0,62,78,38,32,61,84,39,36,0.5,0.6153846153846154,0.34408602150537637,1,-6,-4,1.0163934426229508,2.6315789473684212,110,100,0.5652985074626866,1.0,-4.0,57.115671641791046,1,62,1,38.0,0.0,38.0,1.0163934426229508,0
744,J.Nieminen,M.Llodra,744,1,1,62,43,38,21,65,44,35,18,0.5,0.40384615384615385,0.3010752688172043,-3,-1,3,0.9538461538461539,2.6315789473684212,64,100,0.5652985074626866,-3.0,3.0,57.115671641791046,1,62,1,38.0,1.0,38.0,0.9538461538461539,0
745,A.Bedene,L.Mayer,745,1,1,63,47,37,20,60,34,40,16,0.4791666666666667,0.38461538461538464,0.3548387096774194,3,13,4,1.05,2.7027027027027026,67,100,0.5652985074626866,3.0,4.0,57.115671641791046,1,63,1,37.0,1.0,37.0,1.05,1
746,M.Ebden,K.Nishikori,746,1,1,67,37,33,19,61,39,39,12,0.3958333333333333,0.36538461538461536,0.34408602150537637,6,-2,7,1.098360655737705,3.0303030303030303,56,100,0.5652985074626866,6.0,7.0,57.115671641791046,1,67,1,33.0,1.0,33.0,1.098360655737705,0
747,P.Kohlschreiber,I.Dodig,747,1,1,65,84,35,25,57,75,43,37,0.4375,0.4807692307692308,0.3870967741935484,8,9,-12,1.1403508771929824,2.857142857142857,109,100,0.5652985074626866,8.0,-12.0,57.115671641791046,1,65,1,35.0,1.0,35.0,1.1403508771929824,1
748,D.Kudla,J.Duckworth,748,1,0,58,63,42,20,61,63,39,35,0.5833333333333334,0.38461538461538464,0.34408602150537637,-3,0,-15,0.9508196721311475,2.380952380952381,83,100,0.5652985074626866,-3.0,-15.0,57.115671641791046,1,58,1,42.0,0.0,42.0,0.9508196721311475,0
749,I.Sijsling,A.Kuznetsov,749,1,0,61,39,39,11,60,49,40,21,0.5208333333333334,0.21153846153846154,0.3548387096774194,1,-10,-10,1.0166666666666666,2.5641025641025643,50,100,0.5652985074626866,1.0,-10.0,57.115671641791046,1,61,1,38.0,0.0,39.0,1.0166666666666666,0
750,C.Berlocq,M.Raonic,750,1,1,71,45,29,13,64,42,36,18,0.3125,0.25,0.3118279569892473,7,3,-5,1.109375,3.4482758620689653,58,100,0.5652985074626866,7.0,-5.0,57.115671641791046,1,71,1,29.0,1.0,29.0,1.109375,1
751,A.Dolgopolov,G.Elias,751,1,0,43,22,57,26,64,38,36,19,0.8958333333333334,0.5,0.3118279569892473,-21,-16,7,0.671875,1.7543859649122806,48,100,0.5652985074626866,-21.0,7.0,57.115671641791046,1,43,1,57.0,0.0,57.0,0.671875,0
752,S.Giraldo,H.Zeballos,752,1,0,61,66,39,37,73,76,27,30,0.5208333333333334,0.7115384615384616,0.21505376344086022,-12,-10,7,0.8356164383561644,2.5641025641025643,103,100,0.5652985074626866,-12.0,7.0,57.115671641791046,1,61,1,39.0,0.0,39.0,0.8356164383561644,0
753,T.Gabashvili,R.Bautista Agut,753,1,1,75,63,25,16,58,40,42,21,0.22916666666666666,0.3076923076923077,0.3763440860215054,17,23,-5,1.293103448275862,4.0,79,100,0.5652985074626866,17.0,-5.0,57.115671641791046,1,75,1,25.0,1.0,25.0,1.293103448275862,1
754,M.Alund,D.Ferrer,754,1,1,68,57,32,15,74,53,26,13,0.375,0.28846153846153844,0.20430107526881722,-6,4,2,0.918918918918919,3.125,72,100,0.5652985074626866,-6.0,2.0,57.115671641791046,1,68,1,32.0,1.0,32.0,0.918918918918919,1
755,T.Berdych,M.Klizan,755,1,0,64,38,36,18,62,47,38,17,0.4583333333333333,0.34615384615384615,0.3333333333333333,2,-9,1,1.032258064516129,2.7777777777777777,56,100,0.5652985074626866,2.0,1.0,57.115671641791046,1,64,1,36.0,0.0,36.0,1.032258064516129,0
756,D.Gimeno-Traver,D.Brands,756,1,1,65,90,35,38,69,93,31,27,0.4375,0.7307692307692307,0.25806451612903225,-4,-3,11,0.9420289855072463,2.857142857142857,128,100,0.5652985074626866,-4.0,11.0,57.115671641791046,1,65,1,35.0,1.0,35.0,0.9420289855072463,0
757,M.Przysiezny,P.Petzschner,757,1,0,65,31,35,11,56,41,44,21,0.4375,0.21153846153846154,0.3978494623655914,9,-10,-10,1.1607142857142858,2.857142857142857,42,100,0.5652985074626866,9.0,-10.0,57.115671641791046,1,65,1,35.0,0.0,35.0,1.1607142857142858,0
758,O.Rochus,K.Anderson,758,1,1,72,39,28,14,62,30,38,17,0.2916666666666667,0.2692307692307692,0.3333333333333333,10,9,-3,1.1612903225806452,3.5714285714285716,53,100,0.5652985074626866,10.0,-3.0,57.115671641791046,1,72,1,28.0,1.0,28.0,1.1612903225806452,1
759,S.Querrey,B.Tomic,759,1,1,78,86,22,20,64,81,36,28,0.16666666666666666,0.38461538461538464,0.3118279569892473,14,5,-8,1.21875,4.545454545454546,106,100,0.5652985074626866,14.0,-8.0,57.115671641791046,1,78,1,22.0,1.0,22.0,1.21875,1
760,T.De Bakker,J.Blake,760,1,1,52,30,48,20,64,30,36,14,0.7083333333333334,0.38461538461538464,0.3118279569892473,-12,0,6,0.8125,2.0833333333333335,50,100,0.5652985074626866,-12.0,6.0,57.115671641791046,1,52,1,48.0,1.0,48.0,0.8125,0
761,G.Soeda,A.Haider-Maurer,761,1,0,56,43,44,18,55,39,45,25,0.625,0.34615384615384615,0.40860215053763443,1,4,-7,1.018181818181818,2.272727272727273,61,100,0.5652985074626866,1.0,-7.0,57.115671641791046,1,56,1,44.0,0.0,44.0,1.018181818181818,1
762,M.Granollers,R.Gasquet,762,1,1,65,65,35,22,72,73,28,15,0.4375,0.4230769230769231,0.22580645161290322,-7,-8,7,0.9027777777777778,2.857142857142857,87,100,0.5652985074626866,-7.0,7.0,57.115671641791046,1,65,1,35.0,1.0,35.0,0.9027777777777778,0
763,T.Haas,D.Tursunov,763,1,0,56,37,44,24,64,56,36,18,0.625,0.46153846153846156,0.3118279569892473,-8,-19,6,0.875,2.272727272727273,61,100,0.5652985074626866,-8.0,6.0,57.115671641791046,1,56,1,44.0,0.0,44.0,0.875,0
764,Y-T.Wang,W.Odesnik,764,1,0,70,73,30,28,69,69,31,22,0.3333333333333333,0.5384615384615384,0.25806451612903225,1,4,6,1.0144927536231885,3.3333333333333335,101,100,0.5652985074626866,1.0,6.0,57.115671641791046,1,70,1,30.0,0.0,30.0,1.0144927536231885,1
765,P-H.Mathieu,R.Berankis,765,1,0,52,73,48,36,61,73,39,30,0.7083333333333334,0.6923076923076923,0.34408602150537637,-9,0,6,0.8524590163934426,2.0833333333333335,109,100,0.5652985074626866,-9.0,6.0,57.115671641791046,1,52,1,48.0,0.0,48.0,0.8524590163934426,0
766,F.Lopez,G.Simon,766,1,0,60,49,40,27,71,55,29,17,0.5416666666666666,0.5192307692307693,0.23655913978494625,-11,-6,10,0.8450704225352113,2.5,76,100,0.5652985074626866,-11.0,10.0,57.115671641791046,1,60,1,40.0,0.0,40.0,0.8450704225352113,0
767,J.Chardy,R.Harrison,767,1,0,65,70,35,30,66,66,34,22,0.4375,0.5769230769230769,0.2903225806451613,-1,4,8,0.9848484848484849,2.857142857142857,100,100,0.5652985074626866,-1.0,8.0,57.115671641791046,1,65,1,35.0,0.0,35.0,0.9848484848484849,1
768,J.Struff,B.Kavcic,768,1,0,58,40,42,12,59,38,41,22,0.5833333333333334,0.23076923076923078,0.3655913978494624,-1,2,-10,0.9830508474576272,2.380952380952381,52,100,0.5652985074626866,-1.0,-10.0,57.115671641791046,1,58,1,42.0,0.0,42.0,0.9830508474576272,1
769,S.Johnson,B.Reynolds,769,1,1,62,68,38,38,55,76,45,39,0.5,0.7307692307692307,0.40860215053763443,7,-8,-1,1.1272727272727272,2.6315789473684212,106,100,0.5652985074626866,7.0,-1.0,57.115671641791046,1,62,1,38.0,1.0,38.0,1.1272727272727272,0
770,F.Mayer,N.Djokovic,770,1,1,63,41,37,26,60,46,40,20,0.4791666666666667,0.5,0.3548387096774194,3,-5,6,1.05,2.7027027027027026,67,100,0.5652985074626866,3.0,6.0,57.115671641791046,1,63,1,37.0,1.0,37.0,1.05,0
771,A.Murray,Y-H.Lu,771,2,0,66,49,34,13,63,44,37,20,0.4166666666666667,0.25,0.3225806451612903,3,5,-7,1.0476190476190477,2.9411764705882355,62,100,-0.4467005076142132,3.0,-7.0,54.19796954314721,2,66,1,34.0,0.0,34.0,1.0476190476190477,1
772,N.Mahut,T.Robredo,772,2,1,63,52,37,28,65,48,35,18,0.4791666666666667,0.5384615384615384,0.3010752688172043,-2,4,10,0.9692307692307692,2.7027027027027026,80,100,-0.4467005076142132,-2.0,10.0,54.19796954314721,2,63,1,37.0,1.0,37.0,0.9692307692307692,1
773,M.Youzhny,V.Pospisil,773,2,0,63,83,37,25,64,76,36,39,0.4791666666666667,0.4807692307692308,0.3118279569892473,-1,7,-14,0.984375,2.7027027027027026,108,100,-0.4467005076142132,-1.0,-14.0,54.19796954314721,2,63,1,37.0,0.0,37.0,0.984375,1
774,A.Kuznetsov,V.Troicki,774,2,1,63,43,37,16,65,34,35,15,0.4791666666666667,0.3076923076923077,0.3010752688172043,-2,9,1,0.9692307692307692,2.7027027027027026,59,100,-0.4467005076142132,-2.0,1.0,54.19796954314721,2,63,1,37.0,1.0,37.0,0.9692307692307692,1
775,R.Ram,J.Monaco,775,2,1,68,54,32,24,77,68,23,11,0.375,0.46153846153846156,0.17204301075268819,-9,-14,13,0.8831168831168831,3.125,78,100,-0.4467005076142132,-9.0,13.0,54.19796954314721,2,68,1,32.0,1.0,32.0,0.8831168831168831,0
776,J.Benneteau,F.Verdasco,776,2,1,55,48,45,27,62,55,38,24,0.6458333333333334,0.5192307692307693,0.3333333333333333,-7,-7,3,0.8870967741935484,2.2222222222222223,75,100,-0.4467005076142132,-7.0,3.0,54.19796954314721,2,55,1,45.0,1.0,45.0,0.8870967741935484,0
777,E.Gulbis,J-W.Tsonga,777,2,0,68,40,32,13,61,40,39,17,0.375,0.25,0.34408602150537637,7,0,-4,1.1147540983606556,3.125,53,100,-0.4467005076142132,7.0,-4.0,54.19796954314721,2,68,1,32.0,0.0,32.0,1.1147540983606556,0
778,R.Federer,S.Stakhovsky,778,2,1,66,83,34,36,72,91,28,24,0.4166666666666667,0.6923076923076923,0.22580645161290322,-6,-8,12,0.9166666666666666,2.9411764705882355,119,100,-0.4467005076142132,-6.0,12.0,54.19796954314721,2,66,1,34.0,1.0,34.0,0.9166666666666666,0
779,J.Reister,J.Melzer,779,2,1,64,60,36,33,70,68,30,27,0.4583333333333333,0.6346153846153846,0.24731182795698925,-6,-8,6,0.9142857142857143,2.7777777777777777,93,100,-0.4467005076142132,-6.0,6.0,54.19796954314721,2,64,1,36.0,1.0,36.0,0.9142857142857143,0
780,G.Rufin,N.Almagro,780,2,1,69,71,31,20,63,63,37,18,0.3541666666666667,0.38461538461538464,0.3225806451612903,6,8,2,1.0952380952380953,3.225806451612903,91,100,-0.4467005076142132,6.0,2.0,54.19796954314721,2,69,1,31.0,1.0,31.0,1.0952380952380953,1
781,L.Hewitt,D.Brown,781,2,1,64,71,36,25,55,52,45,29,0.4583333333333333,0.4807692307692308,0.40860215053763443,9,19,-4,1.1636363636363636,2.7777777777777777,96,100,-0.4467005076142132,9.0,-4.0,54.19796954314721,2,64,1,36.0,1.0,36.0,1.1636363636363636,1
782,B.Paire,S.Robert,782,2,0,61,42,39,23,57,49,43,23,0.5208333333333334,0.4423076923076923,0.3870967741935484,4,-7,0,1.0701754385964912,2.5641025641025643,65,100,-0.4467005076142132,4.0,0.0,54.19796954314721,2,61,1,39.0,0.0,39.0,1.0701754385964912,0
783,J.Del Potro,J.Levine,783,2,0,61,41,39,16,69,46,31,16,0.5208333333333334,0.3076923076923077,0.25806451612903225,-8,-5,0,0.8840579710144928,2.5641025641025643,57,100,-0.4467005076142132,-8.0,0.0,54.19796954314721,2,61,1,39.0,0.0,39.0,0.8840579710144928,0
784,G.Zemlja,G.Dimitrov,784,2,0,68,92,32,33,56,79,44,47,0.375,0.6346153846153846,0.3978494623655914,12,13,-14,1.2142857142857142,3.125,125,100,-0.4467005076142132,12.0,-14.0,54.19796954314721,2,68,1,32.0,0.0,32.0,1.2142857142857142,1
785,L.Mayer,K.Nishikori,785,2,1,67,51,33,19,65,44,35,15,0.3958333333333333,0.36538461538461536,0.3010752688172043,2,7,4,1.0307692307692307,3.0303030303030303,70,100,-0.4467005076142132,2.0,4.0,54.19796954314721,2,67,1,33.0,1.0,33.0,1.0307692307692307,1
786,I.Dodig,D.Kudla,786,2,0,57,39,43,24,61,55,39,22,0.6041666666666666,0.46153846153846156,0.34408602150537637,-4,-16,2,0.9344262295081968,2.3255813953488373,63,100,-0.4467005076142132,-4.0,2.0,54.19796954314721,2,57,1,43.0,0.0,43.0,0.9344262295081968,0
787,I.Sijsling,M.Raonic,787,2,0,68,57,32,17,67,52,33,23,0.375,0.3269230769230769,0.27956989247311825,1,5,-6,1.0149253731343284,3.125,74,100,-0.4467005076142132,1.0,-6.0,54.19796954314721,2,68,1,32.0,0.0,32.0,1.0149253731343284,1
788,T.Berdych,D.Brands,788,2,0,75,53,25,11,58,40,42,26,0.22916666666666666,0.21153846153846154,0.3763440860215054,17,13,-15,1.293103448275862,4.0,64,100,-0.4467005076142132,17.0,-15.0,54.19796954314721,2,75,1,25.0,0.0,25.0,1.293103448275862,1
789,M.Przysiezny,K.Anderson,789,2,1,69,49,31,18,60,42,40,21,0.3541666666666667,0.34615384615384615,0.3548387096774194,9,7,-3,1.15,3.225806451612903,67,100,-0.4467005076142132,9.0,-3.0,54.19796954314721,2,69,1,31.0,1.0,31.0,1.15,1
790,B.Tomic,J.Blake,790,2,0,59,37,41,16,72,54,28,13,0.5625,0.3076923076923077,0.22580645161290322,-13,-17,3,0.8194444444444444,2.4390243902439024,53,100,-0.4467005076142132,-13.0,3.0,54.19796954314721,2,59,1,41.0,0.0,41.0,0.8194444444444444,0
791,G.Soeda,R.Gasquet,791,2,1,57,47,43,23,56,45,44,20,0.6041666666666666,0.4423076923076923,0.3978494623655914,1,2,3,1.0178571428571428,2.3255813953488373,70,100,-0.4467005076142132,1.0,3.0,54.19796954314721,2,57,1,43.0,1.0,43.0,1.0178571428571428,1
792,J.Chardy,J.Struff,792,2,1,55,36,45,17,59,28,41,16,0.6458333333333334,0.3269230769230769,0.3655913978494624,-4,8,1,0.9322033898305084,2.2222222222222223,53,100,-0.4467005076142132,-4.0,1.0,54.19796954314721,2,55,1,45.0,1.0,45.0,0.9322033898305084,1
793,B.Reynolds,N.Djokovic,793,2,1,59,39,41,22,68,53,32,15,0.5625,0.4230769230769231,0.26881720430107525,-9,-14,7,0.8676470588235294,2.4390243902439024,61,100,-0.4467005076142132,-9.0,7.0,54.19796954314721,2,59,1,41.0,1.0,41.0,0.8676470588235294,0
794,A.Murray,T.Robredo,794,3,0,67,47,33,12,65,44,35,16,0.3958333333333333,0.23076923076923078,0.3010752688172043,2,3,-4,1.0307692307692307,3.0303030303030303,59,100,0.037383177570093455,2.0,-4.0,50.467289719626166,3,67,1,33.0,0.0,33.0,1.0307692307692307,1
795,S.Stakhovsky,J.Melzer,795,3,1,67,51,33,19,62,45,38,21,0.3958333333333333,0.36538461538461536,0.3333333333333333,5,6,-2,1.0806451612903225,3.0303030303030303,70,100,0.037383177570093455,5.0,-2.0,50.467289719626166,3,67,1,33.0,1.0,33.0,1.0806451612903225,1
796,J.Janowicz,N.Almagro,796,3,0,72,58,28,8,69,52,31,16,0.2916666666666667,0.15384615384615385,0.25806451612903225,3,6,-8,1.0434782608695652,3.5714285714285716,66,100,0.037383177570093455,3.0,-8.0,50.467289719626166,3,72,1,28.0,0.0,28.0,1.0434782608695652,1
797,D.Brown,A.Mannarino,797,3,1,65,44,35,20,58,42,42,16,0.4375,0.38461538461538464,0.3763440860215054,7,2,4,1.1206896551724137,2.857142857142857,64,100,0.037383177570093455,7.0,4.0,50.467289719626166,3,65,1,35.0,1.0,35.0,1.1206896551724137,1
798,J.Del Potro,G.Zemlja,798,3,0,67,53,33,11,61,47,39,20,0.3958333333333333,0.21153846153846154,0.34408602150537637,6,6,-9,1.098360655737705,3.0303030303030303,64,100,0.037383177570093455,6.0,-9.0,50.467289719626166,3,67,1,33.0,0.0,33.0,1.098360655737705,1
799,A.Seppi,K.Nishikori,799,3,0,69,63,31,23,60,65,40,34,0.3541666666666667,0.4423076923076923,0.3548387096774194,9,-2,-11,1.15,3.225806451612903,86,100,0.037383177570093455,9.0,-11.0,50.467289719626166,3,69,1,31.0,0.0,31.0,1.15,0
800,I.Dodig,I.Sijsling,800,3,0,62,12,38,4,47,12,53,17,0.5,0.07692307692307693,0.4946236559139785,15,0,-13,1.3191489361702127,2.6315789473684212,16,100,0.037383177570093455,15.0,-13.0,50.467289719626166,3,62,1,38.0,0.0,38.0,1.3191489361702127,0
801,A.Dolgopolov,D.Ferrer,801,3,1,70,76,30,22,59,76,41,33,0.3333333333333333,0.4230769230769231,0.3655913978494624,11,0,-11,1.1864406779661016,3.3333333333333335,98,100,0.037383177570093455,11.0,-11.0,50.467289719626166,3,70,1,30.0,1.0,30.0,1.1864406779661016,0
802,T.Berdych,K.Anderson,802,3,0,60,53,40,25,53,54,47,27,0.5416666666666666,0.4807692307692308,0.43010752688172044,7,-1,-2,1.1320754716981132,2.5,78,100,0.037383177570093455,7.0,-2.0,50.467289719626166,3,60,1,40.0,0.0,40.0,1.1320754716981132,0
803,B.Tomic,R.Gasquet,803,3,0,69,83,31,27,81,101,19,15,0.3541666666666667,0.5192307692307693,0.12903225806451613,-12,-18,12,0.8518518518518519,3.225806451612903,110,100,0.037383177570093455,-12.0,12.0,50.467289719626166,3,69,1,31.0,0.0,31.0,0.8518518518518519,0
804,T.Haas,F.Lopez,804,3,0,54,48,46,30,76,63,24,18,0.6666666666666666,0.5769230769230769,0.1827956989247312,-22,-15,12,0.7105263157894737,2.1739130434782608,78,100,0.037383177570093455,-22.0,12.0,50.467289719626166,3,54,1,46.0,0.0,46.0,0.7105263157894737,0
805,J.Chardy,N.Djokovic,805,3,1,74,40,26,12,66,32,34,15,0.25,0.23076923076923078,0.2903225806451613,8,8,-3,1.121212121212121,3.8461538461538463,52,100,0.037383177570093455,8.0,-3.0,50.467289719626166,3,74,1,26.0,1.0,26.0,1.121212121212121,1
806,A.Murray,M.Youzhny,806,4,0,61,36,39,16,63,55,37,16,0.5208333333333334,0.3076923076923077,0.3225806451612903,-2,-19,0,0.9682539682539683,2.5641025641025643,52,100,0.38181818181818183,-2.0,0.0,55.54545454545455,4,61,1,39.0,0.0,39.0,0.9682539682539683,0
807,K.De Schepper,F.Verdasco,807,4,1,64,42,36,18,67,43,33,15,0.4583333333333333,0.34615384615384615,0.27956989247311825,-3,-1,3,0.9552238805970149,2.7777777777777777,60,100,0.38181818181818183,-3.0,3.0,55.54545454545455,4,64,1,36.0,1.0,36.0,0.9552238805970149,0
808,J.Melzer,J.Janowicz,808,4,1,57,68,43,36,71,76,29,28,0.6041666666666666,0.6923076923076923,0.23655913978494625,-14,-8,8,0.8028169014084507,2.3255813953488373,104,100,0.38181818181818183,-14.0,8.0,55.54545454545455,4,57,1,43.0,1.0,43.0,0.8028169014084507,0
809,A.Mannarino,L.Kubot,809,4,1,67,72,33,25,59,69,41,35,0.3958333333333333,0.4807692307692308,0.3655913978494624,8,3,-10,1.1355932203389831,3.0303030303030303,97,100,0.38181818181818183,8.0,-10.0,55.54545454545455,4,67,1,33.0,1.0,33.0,1.1355932203389831,1
810,J.Del Potro,A.Seppi,810,4,0,59,47,41,18,72,55,28,18,0.5625,0.34615384615384615,0.22580645161290322,-13,-8,0,0.8194444444444444,2.4390243902439024,65,100,0.38181818181818183,-13.0,0.0,55.54545454545455,4,59,1,41.0,0.0,41.0,0.8194444444444444,0
811,I.Dodig,D.Ferrer,811,4,1,66,62,34,29,66,64,34,25,0.4166666666666667,0.5576923076923077,0.2903225806451613,0,-2,4,1.0,2.9411764705882355,91,100,0.38181818181818183,0.0,4.0,55.54545454545455,4,66,1,34.0,1.0,34.0,1.0,0
812,T.Berdych,B.Tomic,812,4,0,71,82,29,22,58,68,42,30,0.3125,0.4230769230769231,0.3763440860215054,13,14,-8,1.2241379310344827,3.4482758620689653,104,100,0.38181818181818183,13.0,-8.0,55.54545454545455,4,71,1,29.0,0.0,29.0,1.2241379310344827,1
813,T.Haas,N.Djokovic,813,4,1,65,44,35,17,73,43,27,14,0.4375,0.3269230769230769,0.21505376344086022,-8,1,3,0.8904109589041096,2.857142857142857,61,100,0.38181818181818183,-8.0,3.0,55.54545454545455,4,65,1,35.0,1.0,35.0,0.8904109589041096,1
814,A.Murray,F.Verdasco,814,5,0,59,63,41,29,69,72,31,23,0.5625,0.5576923076923077,0.25806451612903225,-10,-9,6,0.855072463768116,2.4390243902439024,92,100,-1.2222222222222223,-10.0,6.0,54.333333333333336,5,59,1,41.0,0.0,41.0,0.855072463768116,0
815,J.Janowicz,L.Kubot,815,5,0,57,44,43,20,68,63,32,12,0.6041666666666666,0.38461538461538464,0.26881720430107525,-11,-19,8,0.8382352941176471,2.3255813953488373,64,100,-1.2222222222222223,-11.0,8.0,54.333333333333336,5,57,1,43.0,0.0,43.0,0.8382352941176471,0
816,J.Del Potro,D.Ferrer,816,5,0,68,45,32,17,72,55,28,11,0.375,0.3269230769230769,0.22580645161290322,-4,-10,6,0.9444444444444444,3.125,62,100,-1.2222222222222223,-4.0,6.0,54.333333333333336,5,68,1,32.0,0.0,32.0,0.9444444444444444,0
817,T.Berdych,N.Djokovic,817,5,1,61,42,39,21,53,33,47,27,0.5208333333333334,0.40384615384615385,0.43010752688172044,8,9,-6,1.150943396226415,2.5641025641025643,63,100,-1.2222222222222223,8.0,-6.0,54.333333333333336,5,61,1,39.0,1.0,39.0,1.150943396226415,1
818,A.Murray,J.Janowicz,818,6,0,55,54,45,27,70,60,30,24,0.6458333333333334,0.5192307692307693,0.24731182795698925,-15,-6,3,0.7857142857142857,2.2222222222222223,81,100,-3.2857142857142856,-15.0,3.0,57.357142857142854,6,55,1,45.0,0.0,45.0,0.7857142857142857,0
819,J.Del Potro,N.Djokovic,819,6,1,69,102,31,21,60,82,40,42,0.3541666666666667,0.40384615384615385,0.3548387096774194,9,20,-21,1.15,3.225806451612903,123,100,-3.2857142857142856,9.0,-21.0,57.357142857142854,6,69,1,31.0,1.0,31.0,1.15,1
820,A.Murray,N.Djokovic,820,7,0,65,40,35,15,64,48,36,16,0.4375,0.28846153846153844,0.3118279569892473,1,-8,-1,1.015625,2.857142857142857,55,100,5.285714285714286,1.0,-1.0,47.857142857142854,7,65,1,35.0,0.0,35.0,1.015625,0
821,V.Azarenka,M.Koehler,821,1,0,60,21,40,8,72,31,28,4,0.5416666666666666,0.15384615384615385,0.22580645161290322,-12,-10,4,0.8333333333333334,2.5,29,100,0.5652985074626866,-12.0,4.0,57.115671641791046,1,60,1,40.0,0.0,40.0,0.8333333333333334,0
822,F.Pennetta,E.Baltacha,822,1,0,69,23,31,6,53,18,47,15,0.3541666666666667,0.11538461538461539,0.43010752688172044,16,5,-9,1.3018867924528301,3.225806451612903,29,100,0.5652985074626866,16.0,-9.0,57.115671641791046,1,69,1,31.0,0.0,31.0,1.3018867924528301,1
823,T.Maria,S-W.Hsieh,823,1,1,63,17,37,10,56,16,44,7,0.4791666666666667,0.19230769230769232,0.3978494623655914,7,1,3,1.125,2.7027027027027026,27,100,0.5652985074626866,7.0,3.0,57.115671641791046,1,63,1,37.0,1.0,37.0,1.125,1
824,V.King,A.Cornet,824,1,1,57,36,43,21,68,45,32,15,0.6041666666666666,0.40384615384615385,0.26881720430107525,-11,-9,6,0.8382352941176471,2.3255813953488373,57,100,0.5652985074626866,-11.0,6.0,57.115671641791046,1,57,1,43.0,1.0,43.0,0.8382352941176471,0
825,K.Flipkens,Y.Putintseva,825,1,0,73,34,27,12,66,33,34,15,0.2708333333333333,0.23076923076923078,0.2903225806451613,7,1,-3,1.106060606060606,3.7037037037037037,46,100,0.5652985074626866,7.0,-3.0,57.115671641791046,1,73,1,27.0,0.0,27.0,1.106060606060606,1
826,B.Jovanovski,A.Tomljanovic,826,1,0,59,38,41,22,69,57,31,18,0.5625,0.4230769230769231,0.25806451612903225,-10,-19,4,0.855072463768116,2.4390243902439024,60,100,0.5652985074626866,-10.0,4.0,57.115671641791046,1,59,1,41.0,0.0,41.0,0.855072463768116,0
