,Unnamed: 0,Player1,Player2,Round,Result,FSP.1,FSW.1,SSP.1,SSW.1,FSP.2,FSW.2,SSP.2,SSW.2,bucketize_FSP.1,scaling_FSP.1,Scaling_FSW.1,scaling_SSP.1,bucketize_SSP.1,Scaling_SSW.1,Scaling_FSP.2,Serve_Efficiency_Player1,serve_effectiveness,Serve_Difference,ServeEfficiencyDiff,Serve_Average.1,Serve_Effectiveness,Serve_Efficiency_Difference,Serve_Preference,ServeEffectivenessRatio,"GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Effectiveness","GROUPBY_['Player1', 'Player2', 'Round']_mean_Serve_Efficiency_Player1","GROUPBY_['Player1', 'Player2', 'Round']_mean_FSP.1","GROUPBY_['Player1', 'Player2']_mean_Round"
709,709,N.Mahut,J.Hajek,1,1,72,44,28,10,70,34,30,14,High,0.72,44.0,0.28,low,0.1,0.7,0.6111111111111112,3.4,0.02857142857142857,0.29411764705882354,50.0,0.6111111111111112,-2.7888888888888888,3.4,1.0,0.6111111111111112,0.6111111111111112,72.0,1.0
710,710,T.Robredo,A.Bogomolov Jr.,1,1,77,40,23,12,79,35,21,8,High,0.77,40.0,0.23,low,0.12,0.79,0.5194805194805194,2.3333333333333335,-0.02531645569620253,0.14285714285714285,50.0,0.5194805194805194,-1.813852813852814,2.3333333333333335,1.0,0.5194805194805194,0.5194805194805194,77.0,1.0
711,711,R.Haase,M.Youzhny,1,0,68,61,32,15,67,53,33,17,High,0.68,61.0,0.32,low,0.15,0.67,0.8970588235294118,3.066666666666667,0.014925373134328358,0.1509433962264151,50.0,0.8970588235294118,-2.169607843137255,3.066666666666667,1.0,0.8970588235294118,0.8970588235294118,68.0,1.0
712,712,M.Gicquel,V.Pospisil,1,0,59,41,41,27,70,56,30,11,Medium,0.59,41.0,0.41,medium,0.27,0.7,0.6949152542372882,0.5185185185185185,-0.15714285714285714,-0.26785714285714285,50.0,0.6949152542372882,0.17639673571876968,0.5185185185185185,1.0,0.6949152542372882,0.6949152542372882,59.0,1.0
713,713,A.Kuznetsov,A.Montanes,1,1,63,56,37,21,73,59,27,14,Medium,0.63,56.0,0.37,medium,0.21,0.73,0.8888888888888888,1.6666666666666667,-0.136986301369863,-0.05084745762711865,50.0,0.8888888888888888,-0.7777777777777779,1.6666666666666667,1.0,0.8888888888888888,0.8888888888888888,63.0,1.0
714,714,J.Tipsarevic,V.Troicki,1,0,61,47,39,21,71,55,29,16,Medium,0.61,47.0,0.39,medium,0.21,0.71,0.7704918032786885,1.2380952380952381,-0.14084507042253522,-0.14545454545454545,50.0,0.7704918032786885,-0.46760343481654965,1.2380952380952381,1.0,0.7704918032786885,0.7704918032786885,61.0,1.0
715,715,M.Baghdatis,M.Cilic,1,0,61,31,39,16,70,45,30,16,Medium,0.61,31.0,0.39,medium,0.16,0.7,0.5081967213114754,0.9375,-0.12857142857142856,-0.3111111111111111,50.0,0.5081967213114754,-0.4293032786885246,0.9375,1.0,0.5081967213114754,0.5081967213114754,61.0,1.0
716,716,K.De Schepper,P.Lorenzi,1,1,67,56,33,21,54,40,46,22,High,0.67,56.0,0.33,low,0.21,0.54,0.835820895522388,1.6666666666666667,0.24074074074074073,0.4,50.0,0.835820895522388,-0.8308457711442787,1.6666666666666667,1.0,0.835820895522388,0.835820895522388,67.0,1.0
717,717,L.Lacko,R.Ram,1,0,64,66,36,18,67,64,33,23,Medium,0.64,66.0,0.36,medium,0.18,0.67,1.03125,2.6666666666666665,-0.04477611940298507,0.03125,50.0,1.03125,-1.6354166666666665,2.6666666666666665,1.0,1.03125,1.03125,64.0,1.0
718,718,J.Monaco,B.Knittel,1,1,78,46,22,9,58,33,42,17,High,0.78,46.0,0.22,low,0.09,0.58,0.5897435897435898,4.111111111111111,0.3448275862068966,0.3939393939393939,50.0,0.5897435897435898,-3.521367521367521,4.111111111111111,1.0,0.5897435897435898,0.5897435897435898,78.0,1.0
719,719,T.Kamke,J.Benneteau,1,0,69,60,31,14,63,65,37,26,High,0.69,60.0,0.31,low,0.14,0.63,0.8695652173913043,3.2857142857142856,0.09523809523809523,-0.07692307692307693,50.0,0.8695652173913043,-2.4161490683229814,3.2857142857142856,1.0,0.8695652173913043,0.8695652173913043,69.0,1.0
720,720,F.Verdasco,X.Malisse,1,1,63,58,37,21,63,48,37,24,Medium,0.63,58.0,0.37,medium,0.21,0.63,0.9206349206349206,1.7619047619047619,0.0,0.20833333333333334,50.0,0.9206349206349206,-0.8412698412698413,1.7619047619047619,1.0,0.9206349206349206,0.9206349206349206,63.0,1.0
721,721,E.Roger-Vasselin,E.Gulbis,1,0,66,48,34,21,65,59,35,20,Medium,0.66,48.0,0.34,medium,0.21,0.65,0.7272727272727273,1.2857142857142858,0.015384615384615385,-0.1864406779661017,50.0,0.7272727272727273,-0.5584415584415585,1.2857142857142858,1.0,0.7272727272727273,0.7272727272727273,66.0,1.0
722,722,J-W.Tsonga,D.Goffin,1,1,68,54,32,15,71,46,29,19,High,0.68,54.0,0.32,low,0.15,0.71,0.7941176470588235,2.6,-0.04225352112676056,0.17391304347826086,50.0,0.7941176470588235,-1.8058823529411767,2.6,1.0,0.7941176470588235,0.7941176470588235,68.0,1.0
723,723,V.Hanescu,R.Federer,1,0,85,26,15,3,70,35,30,14,High,0.85,26.0,0.15,low,0.03,0.7,0.3058823529411765,7.666666666666667,0.21428571428571427,-0.2571428571428571,50.0,0.3058823529411765,-7.360784313725491,7.666666666666667,1.0,0.3058823529411765,0.3058823529411765,85.0,1.0
724,724,R.Dutra Silva,S.Stakhovsky,1,0,54,27,46,17,62,38,38,20,Medium,0.54,27.0,0.46,medium,0.17,0.62,0.5,0.5882352941176471,-0.12903225806451613,-0.2894736842105263,50.0,0.5,-0.08823529411764708,0.5882352941176471,1.0,0.5,0.5,54.0,1.0
725,725,J.Reister,L.Rosol,1,1,68,102,32,27,59,81,41,39,High,0.68,102.0,0.32,low,0.27,0.59,1.5,2.7777777777777777,0.15254237288135594,0.25925925925925924,50.0,1.5,-1.2777777777777777,2.7777777777777777,1.0,1.5,1.5,68.0,1.0
726,726,F.Fognini,J.Melzer,1,0,66,52,34,21,69,62,31,22,Medium,0.66,52.0,0.34,medium,0.21,0.69,0.7878787878787878,1.4761904761904763,-0.043478260869565216,-0.16129032258064516,50.0,0.7878787878787878,-0.6883116883116884,1.4761904761904763,1.0,0.7878787878787878,0.7878787878787878,66.0,1.0
727,727,K.Edmund,J.Janowicz,1,0,71,39,29,10,68,40,32,17,High,0.71,39.0,0.29,low,0.1,0.68,0.5492957746478874,2.9,0.04411764705882353,-0.025,50.0,0.5492957746478874,-2.3507042253521124,2.9,1.0,0.5492957746478874,0.5492957746478874,71.0,1.0
728,728,R.Stepanek,M.Reid,1,1,66,37,34,17,60,34,40,12,Medium,0.66,37.0,0.34,medium,0.17,0.6,0.5606060606060606,1.1764705882352942,0.1,0.08823529411764706,50.0,0.5606060606060606,-0.6158645276292336,1.1764705882352942,1.0,0.5606060606060606,0.5606060606060606,66.0,1.0
729,729,M.Matosevic,G.Rufin,1,0,53,43,47,22,47,42,53,26,Medium,0.53,43.0,0.47,medium,0.22,0.47,0.8113207547169812,0.9545454545454546,0.1276595744680851,0.023809523809523808,50.0,0.8113207547169812,-0.1432246998284734,0.9545454545454546,1.0,0.8113207547169812,0.8113207547169812,53.0,1.0
730,730,N.Almagro,J.Zopp,1,1,55,43,45,29,52,51,48,27,Medium,0.55,43.0,0.45,medium,0.29,0.52,0.7818181818181819,0.4827586206896552,0.057692307692307696,-0.1568627450980392,50.0,0.7818181818181819,0.29905956112852666,0.4827586206896552,1.0,0.7818181818181819,0.7818181818181819,55.0,1.0
731,731,L.Hewitt,S.Wawrinka,1,1,57,37,43,26,60,41,40,20,Medium,0.57,37.0,0.43,medium,0.26,0.6,0.6491228070175439,0.4230769230769231,-0.05,-0.0975609756097561,50.0,0.6491228070175439,0.2260458839406208,0.4230769230769231,1.0,0.6491228070175439,0.6491228070175439,57.0,1.0
732,732,D.Brown,G.Garcia-Lopez,1,1,75,47,25,12,67,32,33,10,High,0.75,47.0,0.25,low,0.12,0.67,0.6266666666666667,2.9166666666666665,0.11940298507462686,0.46875,50.0,0.6266666666666667,-2.29,2.9166666666666665,1.0,0.6266666666666667,0.6266666666666667,75.0,1.0
733,733,P.Andujar,A.Mannarino,1,0,60,32,40,12,63,31,37,17,Medium,0.6,32.0,0.4,medium,0.12,0.63,0.5333333333333333,1.6666666666666667,-0.047619047619047616,0.03225806451612903,50.0,0.5333333333333333,-1.1333333333333333,1.6666666666666667,1.0,0.5333333333333333,0.5333333333333333,60.0,1.0
734,734,J.Isner,E.Donskoy,1,1,75,55,25,19,65,47,35,15,High,0.75,55.0,0.25,low,0.19,0.65,0.7333333333333333,1.894736842105263,0.15384615384615385,0.1702127659574468,50.0,0.7333333333333333,-1.1614035087719299,1.894736842105263,1.0,0.7333333333333333,0.7333333333333333,75.0,1.0
735,735,A.Ungur,B.Paire,1,0,59,43,41,25,63,51,37,18,Medium,0.59,43.0,0.41,medium,0.25,0.63,0.7288135593220338,0.72,-0.06349206349206349,-0.1568627450980392,50.0,0.7288135593220338,0.00881355932203387,0.72,1.0,0.7288135593220338,0.7288135593220338,59.0,1.0
736,736,S.Robert,A.Falla,1,1,68,50,32,13,57,41,43,22,High,0.68,50.0,0.32,low,0.13,0.57,0.7352941176470589,2.8461538461538463,0.19298245614035087,0.21951219512195122,50.0,0.7352941176470589,-2.1108597285067874,2.8461538461538463,1.0,0.7352941176470589,0.7352941176470589,68.0,1.0
737,737,L.Kubot,I.Andreev,1,1,60,34,40,16,69,28,31,9,Medium,0.6,34.0,0.4,medium,0.16,0.69,0.5666666666666667,1.125,-0.13043478260869565,0.21428571428571427,50.0,0.5666666666666667,-0.5583333333333333,1.125,1.0,0.5666666666666667,0.5666666666666667,60.0,1.0
738,738,R.Nadal,S.Darcis,1,0,67,52,33,21,60,53,40,28,High,0.67,52.0,0.33,low,0.21,0.6,0.7761194029850746,1.4761904761904763,0.11666666666666667,-0.018867924528301886,50.0,0.7761194029850746,-0.7000710732054016,1.4761904761904763,1.0,0.7761194029850746,0.7761194029850746,67.0,1.0
739,739,A.Ramos,J.Del Potro,1,0,58,30,42,8,73,45,27,12,Medium,0.58,30.0,0.42,medium,0.08,0.73,0.5172413793103449,2.75,-0.2054794520547945,-0.3333333333333333,50.0,0.5172413793103449,-2.2327586206896552,2.75,1.0,0.5172413793103449,0.5172413793103449,58.0,1.0
740,740,G.Pella,J.Levine,1,0,65,58,35,26,63,63,37,29,Medium,0.65,58.0,0.35,medium,0.26,0.63,0.8923076923076924,1.2307692307692308,0.031746031746031744,-0.07936507936507936,50.0,0.8923076923076924,-0.3384615384615385,1.2307692307692308,1.0,0.8923076923076924,0.8923076923076924,65.0,1.0
741,741,G.Zemlja,M.Russell,1,1,68,67,32,20,66,60,34,17,High,0.68,67.0,0.32,low,0.2,0.66,0.9852941176470589,2.35,0.030303030303030304,0.11666666666666667,50.0,0.9852941176470589,-1.3647058823529412,2.35,1.0,0.9852941176470589,0.9852941176470589,68.0,1.0
742,742,G.Dimitrov,S.Bolelli,1,1,73,43,27,10,59,34,41,13,High,0.73,43.0,0.27,low,0.1,0.59,0.589041095890411,3.3,0.23728813559322035,0.2647058823529412,50.0,0.589041095890411,-2.7109589041095887,3.3,1.0,0.589041095890411,0.589041095890411,73.0,1.0
743,743,D.Istomin,A.Seppi,1,0,62,78,38,32,61,84,39,36,Medium,0.62,78.0,0.38,medium,0.32,0.61,1.2580645161290323,1.4375,0.01639344262295082,-0.07142857142857142,50.0,1.2580645161290323,-0.17943548387096775,1.4375,1.0,1.2580645161290323,1.2580645161290323,62.0,1.0
744,744,M.Llodra,J.Nieminen,1,1,62,43,38,21,65,44,35,18,Medium,0.62,43.0,0.38,medium,0.21,0.65,0.6935483870967742,1.0476190476190477,-0.046153846153846156,-0.022727272727272728,50.0,0.6935483870967742,-0.35407066052227343,1.0476190476190477,1.0,0.6935483870967742,0.6935483870967742,62.0,1.0
745,745,L.Mayer,A.Bedene,1,1,63,47,37,20,60,34,40,16,Medium,0.63,47.0,0.37,medium,0.2,0.6,0.746031746031746,1.35,0.05,0.38235294117647056,50.0,0.746031746031746,-0.603968253968254,1.35,1.0,0.746031746031746,0.746031746031746,63.0,1.0
746,746,K.Nishikori,M.Ebden,1,1,67,37,33,19,61,39,39,12,High,0.67,37.0,0.33,low,0.19,0.61,0.5522388059701493,0.9473684210526315,0.09836065573770492,-0.05128205128205128,50.0,0.5522388059701493,-0.39512961508248223,0.9473684210526315,1.0,0.5522388059701493,0.5522388059701493,67.0,1.0
747,747,I.Dodig,P.Kohlschreiber,1,1,65,84,35,25,57,75,43,37,Medium,0.65,84.0,0.35,medium,0.25,0.57,1.2923076923076924,2.36,0.14035087719298245,0.12,50.0,1.2923076923076924,-1.0676923076923075,2.36,1.0,1.2923076923076924,1.2923076923076924,65.0,1.0
748,748,J.Duckworth,D.Kudla,1,0,58,63,42,20,61,63,39,35,Medium,0.58,63.0,0.42,medium,0.2,0.61,1.0862068965517242,2.15,-0.04918032786885246,0.0,50.0,1.0862068965517242,-1.0637931034482757,2.15,1.0,1.0862068965517242,1.0862068965517242,58.0,1.0
749,749,A.Kuznetsov,I.Sijsling,1,0,61,39,39,11,60,49,40,21,Medium,0.61,39.0,0.39,medium,0.11,0.6,0.639344262295082,2.5454545454545454,0.016666666666666666,-0.20408163265306123,50.0,0.639344262295082,-1.9061102831594634,2.5454545454545454,1.0,0.639344262295082,0.639344262295082,61.0,1.0
750,750,M.Raonic,C.Berlocq,1,1,71,45,29,13,64,42,36,18,High,0.71,45.0,0.29,low,0.13,0.64,0.6338028169014085,2.4615384615384617,0.109375,0.07142857142857142,50.0,0.6338028169014085,-1.8277356446370532,2.4615384615384617,1.0,0.6338028169014085,0.6338028169014085,71.0,1.0
751,751,G.Elias,A.Dolgopolov,1,0,43,22,57,26,64,38,36,19,Medium,0.43,22.0,0.57,medium,0.26,0.64,0.5116279069767442,-0.15384615384615385,-0.328125,-0.42105263157894735,50.0,0.5116279069767442,0.6654740608228981,-0.15384615384615385,1.0,0.5116279069767442,0.5116279069767442,43.0,1.0
752,752,H.Zeballos,S.Giraldo,1,0,61,66,39,37,73,76,27,30,Medium,0.61,66.0,0.39,medium,0.37,0.73,1.0819672131147542,0.7837837837837838,-0.1643835616438356,-0.13157894736842105,50.0,1.0819672131147542,0.2981834293309704,0.7837837837837838,1.0,1.0819672131147542,1.0819672131147542,61.0,1.0
753,753,R.Bautista Agut,T.Gabashvili,1,1,75,63,25,16,58,40,42,21,High,0.75,63.0,0.25,low,0.16,0.58,0.84,2.9375,0.29310344827586204,0.575,50.0,0.84,-2.0975,2.9375,1.0,0.84,0.84,75.0,1.0
754,754,D.Ferrer,M.Alund,1,1,68,57,32,15,74,53,26,13,High,0.68,57.0,0.32,low,0.15,0.74,0.8382352941176471,2.8,-0.08108108108108109,0.07547169811320754,50.0,0.8382352941176471,-1.9617647058823526,2.8,1.0,0.8382352941176471,0.8382352941176471,68.0,1.0
755,755,M.Klizan,T.Berdych,1,0,64,38,36,18,62,47,38,17,Medium,0.64,38.0,0.36,medium,0.18,0.62,0.59375,1.1111111111111112,0.03225806451612903,-0.19148936170212766,50.0,0.59375,-0.5173611111111112,1.1111111111111112,1.0,0.59375,0.59375,64.0,1.0
756,756,D.Brands,D.Gimeno-Traver,1,1,65,90,35,38,69,93,31,27,Medium,0.65,90.0,0.35,medium,0.38,0.69,1.3846153846153846,1.368421052631579,-0.057971014492753624,-0.03225806451612903,50.0,1.3846153846153846,0.0161943319838056,1.368421052631579,1.0,1.3846153846153846,1.3846153846153846,65.0,1.0
757,757,P.Petzschner,M.Przysiezny,1,0,65,31,35,11,56,41,44,21,Medium,0.65,31.0,0.35,medium,0.11,0.56,0.47692307692307695,1.8181818181818181,0.16071428571428573,-0.24390243902439024,50.0,0.47692307692307695,-1.3412587412587411,1.8181818181818181,1.0,0.47692307692307695,0.47692307692307695,65.0,1.0
758,758,K.Anderson,O.Rochus,1,1,72,39,28,14,62,30,38,17,High,0.72,39.0,0.28,low,0.14,0.62,0.5416666666666666,1.7857142857142858,0.16129032258064516,0.3,50.0,0.5416666666666666,-1.244047619047619,1.7857142857142858,1.0,0.5416666666666666,0.5416666666666666,72.0,1.0
759,759,B.Tomic,S.Querrey,1,1,78,86,22,20,64,81,36,28,High,0.78,86.0,0.22,low,0.2,0.64,1.1025641025641026,3.3,0.21875,0.06172839506172839,50.0,1.1025641025641026,-2.197435897435897,3.3,1.0,1.1025641025641026,1.1025641025641026,78.0,1.0
760,760,J.Blake,T.De Bakker,1,1,52,30,48,20,64,30,36,14,Medium,0.52,30.0,0.48,medium,0.2,0.64,0.5769230769230769,0.5,-0.1875,0.0,50.0,0.5769230769230769,0.07692307692307687,0.5,1.0,0.5769230769230769,0.5769230769230769,52.0,1.0
761,761,A.Haider-Maurer,G.Soeda,1,0,56,43,44,18,55,39,45,25,Medium,0.56,43.0,0.44,medium,0.18,0.55,0.7678571428571429,1.3888888888888888,0.01818181818181818,0.10256410256410256,50.0,0.7678571428571429,-0.6210317460317459,1.3888888888888888,1.0,0.7678571428571429,0.7678571428571429,56.0,1.0
762,762,R.Gasquet,M.Granollers,1,1,65,65,35,22,72,73,28,15,Medium,0.65,65.0,0.35,medium,0.22,0.72,1.0,1.9545454545454546,-0.09722222222222222,-0.1095890410958904,50.0,1.0,-0.9545454545454546,1.9545454545454546,1.0,1.0,1.0,65.0,1.0
763,763,D.Tursunov,T.Haas,1,0,56,37,44,24,64,56,36,18,Medium,0.56,37.0,0.44,medium,0.24,0.64,0.6607142857142857,0.5416666666666666,-0.125,-0.3392857142857143,50.0,0.6607142857142857,0.11904761904761907,0.5416666666666666,1.0,0.6607142857142857,0.6607142857142857,56.0,1.0
764,764,W.Odesnik,Y-T.Wang,1,0,70,73,30,28,69,69,31,22,High,0.7,73.0,0.3,low,0.28,0.69,1.042857142857143,1.6071428571428572,0.014492753623188406,0.057971014492753624,50.0,1.042857142857143,-0.5642857142857143,1.6071428571428572,1.0,1.042857142857143,1.042857142857143,70.0,1.0
765,765,R.Berankis,P-H.Mathieu,1,0,52,73,48,36,61,73,39,30,Medium,0.52,73.0,0.48,medium,0.36,0.61,1.4038461538461537,1.0277777777777777,-0.14754098360655737,0.0,50.0,1.4038461538461537,0.37606837606837606,1.0277777777777777,1.0,1.4038461538461537,1.4038461538461537,52.0,1.0
766,766,G.Simon,F.Lopez,1,0,60,49,40,27,71,55,29,17,Medium,0.6,49.0,0.4,medium,0.27,0.71,0.8166666666666667,0.8148148148148148,-0.15492957746478872,-0.10909090909090909,50.0,0.8166666666666667,0.0018518518518518823,0.8148148148148148,1.0,0.8166666666666667,0.8166666666666667,60.0,1.0
767,767,R.Harrison,J.Chardy,1,0,65,70,35,30,66,66,34,22,Medium,0.65,70.0,0.35,medium,0.3,0.66,1.0769230769230769,1.3333333333333333,-0.015151515151515152,0.06060606060606061,50.0,1.0769230769230769,-0.2564102564102564,1.3333333333333333,1.0,1.0769230769230769,1.0769230769230769,65.0,1.0
768,768,B.Kavcic,J.Struff,1,0,58,40,42,12,59,38,41,22,Medium,0.58,40.0,0.42,medium,0.12,0.59,0.6896551724137931,2.3333333333333335,-0.01694915254237288,0.05263157894736842,50.0,0.6896551724137931,-1.6436781609195403,2.3333333333333335,1.0,0.6896551724137931,0.6896551724137931,58.0,1.0
769,769,B.Reynolds,S.Johnson,1,1,62,68,38,38,55,76,45,39,Medium,0.62,68.0,0.38,medium,0.38,0.55,1.096774193548387,0.7894736842105263,0.12727272727272726,-0.10526315789473684,50.0,1.096774193548387,0.3073005093378607,0.7894736842105263,1.0,1.096774193548387,1.096774193548387,62.0,1.0
770,770,N.Djokovic,F.Mayer,1,1,63,41,37,26,60,46,40,20,Medium,0.63,41.0,0.37,medium,0.26,0.6,0.6507936507936508,0.5769230769230769,0.05,-0.10869565217391304,50.0,0.6507936507936508,0.07387057387057394,0.5769230769230769,1.0,0.6507936507936508,0.6507936507936508,63.0,1.0
771,771,Y-H.Lu,A.Murray,2,0,66,49,34,13,63,44,37,20,Medium,0.66,49.0,0.34,medium,0.13,0.63,0.7424242424242424,2.769230769230769,0.047619047619047616,0.11363636363636363,50.0,0.7424242424242424,-2.026806526806527,2.769230769230769,1.0,0.7424242424242424,0.7424242424242424,66.0,2.0
772,772,T.Robredo,N.Mahut,2,1,63,52,37,28,65,48,35,18,Medium,0.63,52.0,0.37,medium,0.28,0.65,0.8253968253968254,0.8571428571428571,-0.03076923076923077,0.08333333333333333,50.0,0.8253968253968254,-0.031746031746031744,0.8571428571428571,1.0,0.8253968253968254,0.8253968253968254,63.0,2.0
773,773,V.Pospisil,M.Youzhny,2,0,63,83,37,25,64,76,36,39,Medium,0.63,83.0,0.37,medium,0.25,0.64,1.3174603174603174,2.32,-0.015625,0.09210526315789473,50.0,1.3174603174603174,-1.0025396825396824,2.32,1.0,1.3174603174603174,1.3174603174603174,63.0,2.0
774,774,V.Troicki,A.Kuznetsov,2,1,63,43,37,16,65,34,35,15,Medium,0.63,43.0,0.37,medium,0.16,0.65,0.6825396825396826,1.6875,-0.03076923076923077,0.2647058823529412,50.0,0.6825396825396826,-1.0049603174603174,1.6875,1.0,0.6825396825396826,0.6825396825396826,63.0,2.0
775,775,J.Monaco,R.Ram,2,1,68,54,32,24,77,68,23,11,High,0.68,54.0,0.32,low,0.24,0.77,0.7941176470588235,1.25,-0.11688311688311688,-0.20588235294117646,50.0,0.7941176470588235,-0.4558823529411765,1.25,1.0,0.7941176470588235,0.7941176470588235,68.0,2.0
776,776,F.Verdasco,J.Benneteau,2,1,55,48,45,27,62,55,38,24,Medium,0.55,48.0,0.45,medium,0.27,0.62,0.8727272727272727,0.7777777777777778,-0.11290322580645161,-0.12727272727272726,50.0,0.8727272727272727,0.0949494949494949,0.7777777777777778,1.0,0.8727272727272727,0.8727272727272727,55.0,2.0
777,777,J-W.Tsonga,E.Gulbis,2,0,68,40,32,13,61,40,39,17,High,0.68,40.0,0.32,low,0.13,0.61,0.5882352941176471,2.076923076923077,0.11475409836065574,0.0,50.0,0.5882352941176471,-1.48868778280543,2.076923076923077,1.0,0.5882352941176471,0.5882352941176471,68.0,2.0
778,778,S.Stakhovsky,R.Federer,2,1,66,83,34,36,72,91,28,24,Medium,0.66,83.0,0.34,medium,0.36,0.72,1.2575757575757576,1.3055555555555556,-0.08333333333333333,-0.08791208791208792,50.0,1.2575757575757576,-0.04797979797979801,1.3055555555555556,1.0,1.2575757575757576,1.2575757575757576,66.0,2.0
779,779,J.Melzer,J.Reister,2,1,64,60,36,33,70,68,30,27,Medium,0.64,60.0,0.36,medium,0.33,0.7,0.9375,0.8181818181818182,-0.08571428571428572,-0.11764705882352941,50.0,0.9375,0.11931818181818177,0.8181818181818182,1.0,0.9375,0.9375,64.0,2.0
780,780,N.Almagro,G.Rufin,2,1,69,71,31,20,63,63,37,18,High,0.69,71.0,0.31,low,0.2,0.63,1.0289855072463767,2.55,0.09523809523809523,0.12698412698412698,50.0,1.0289855072463767,-1.521014492753623,2.55,1.0,1.0289855072463767,1.0289855072463767,69.0,2.0
781,781,D.Brown,L.Hewitt,2,1,64,71,36,25,55,52,45,29,Medium,0.64,71.0,0.36,medium,0.25,0.55,1.109375,1.84,0.16363636363636364,0.36538461538461536,50.0,1.109375,-0.7306250000000001,1.84,1.0,1.109375,1.109375,64.0,2.0
782,782,S.Robert,B.Paire,2,0,61,42,39,23,57,49,43,23,Medium,0.61,42.0,0.39,medium,0.23,0.57,0.6885245901639344,0.8260869565217391,0.07017543859649122,-0.14285714285714285,50.0,0.6885245901639344,-0.13756236635780472,0.8260869565217391,1.0,0.6885245901639344,0.6885245901639344,61.0,2.0
783,783,J.Levine,J.Del Potro,2,0,61,41,39,16,69,46,31,16,Medium,0.61,41.0,0.39,medium,0.16,0.69,0.6721311475409836,1.5625,-0.11594202898550725,-0.10869565217391304,50.0,0.6721311475409836,-0.8903688524590164,1.5625,1.0,0.6721311475409836,0.6721311475409836,61.0,2.0
784,784,G.Dimitrov,G.Zemlja,2,0,68,92,32,33,56,79,44,47,High,0.68,92.0,0.32,low,0.33,0.56,1.3529411764705883,1.7878787878787878,0.21428571428571427,0.16455696202531644,50.0,1.3529411764705883,-0.43493761140819953,1.7878787878787878,1.0,1.3529411764705883,1.3529411764705883,68.0,2.0
785,785,K.Nishikori,L.Mayer,2,1,67,51,33,19,65,44,35,15,High,0.67,51.0,0.33,low,0.19,0.65,0.7611940298507462,1.6842105263157894,0.03076923076923077,0.1590909090909091,50.0,0.7611940298507462,-0.9230164964650431,1.6842105263157894,1.0,0.7611940298507462,0.7611940298507462,67.0,2.0
786,786,D.Kudla,I.Dodig,2,0,57,39,43,24,61,55,39,22,Medium,0.57,39.0,0.43,medium,0.24,0.61,0.6842105263157895,0.625,-0.06557377049180328,-0.2909090909090909,50.0,0.6842105263157895,0.05921052631578949,0.625,1.0,0.6842105263157895,0.6842105263157895,57.0,2.0
787,787,M.Raonic,I.Sijsling,2,0,68,57,32,17,67,52,33,23,High,0.68,57.0,0.32,low,0.17,0.67,0.8382352941176471,2.3529411764705883,0.014925373134328358,0.09615384615384616,50.0,0.8382352941176471,-1.5147058823529411,2.3529411764705883,1.0,0.8382352941176471,0.8382352941176471,68.0,2.0
788,788,D.Brands,T.Berdych,2,0,75,53,25,11,58,40,42,26,High,0.75,53.0,0.25,low,0.11,0.58,0.7066666666666667,3.8181818181818183,0.29310344827586204,0.325,50.0,0.7066666666666667,-3.111515151515152,3.8181818181818183,1.0,0.7066666666666667,0.7066666666666667,75.0,2.0
789,789,K.Anderson,M.Przysiezny,2,1,69,49,31,18,60,42,40,21,High,0.69,49.0,0.31,low,0.18,0.6,0.7101449275362319,1.7222222222222223,0.15,0.16666666666666666,50.0,0.7101449275362319,-1.0120772946859904,1.7222222222222223,1.0,0.7101449275362319,0.7101449275362319,69.0,2.0
790,790,J.Blake,B.Tomic,2,0,59,37,41,16,72,54,28,13,Medium,0.59,37.0,0.41,medium,0.16,0.72,0.6271186440677966,1.3125,-0.18055555555555555,-0.3148148148148148,50.0,0.6271186440677966,-0.6853813559322034,1.3125,1.0,0.6271186440677966,0.6271186440677966,59.0,2.0
791,791,R.Gasquet,G.Soeda,2,1,57,47,43,23,56,45,44,20,Medium,0.57,47.0,0.43,medium,0.23,0.56,0.8245614035087719,1.0434782608695652,0.017857142857142856,0.044444444444444446,50.0,0.8245614035087719,-0.21891685736079325,1.0434782608695652,1.0,0.8245614035087719,0.8245614035087719,57.0,2.0
792,792,J.Struff,J.Chardy,2,1,55,36,45,17,59,28,41,16,Medium,0.55,36.0,0.45,medium,0.17,0.59,0.6545454545454545,1.1176470588235294,-0.06779661016949153,0.2857142857142857,50.0,0.6545454545454545,-0.4631016042780749,1.1176470588235294,1.0,0.6545454545454545,0.6545454545454545,55.0,2.0
793,793,N.Djokovic,B.Reynolds,2,1,59,39,41,22,68,53,32,15,Medium,0.59,39.0,0.41,medium,0.22,0.68,0.6610169491525424,0.7727272727272727,-0.1323529411764706,-0.2641509433962264,50.0,0.6610169491525424,-0.11171032357473032,0.7727272727272727,1.0,0.6610169491525424,0.6610169491525424,59.0,2.0
794,794,T.Robredo,A.Murray,3,0,67,47,33,12,65,44,35,16,High,0.67,47.0,0.33,low,0.12,0.65,0.7014925373134329,2.9166666666666665,0.03076923076923077,0.06818181818181818,50.0,0.7014925373134329,-2.2151741293532337,2.9166666666666665,1.0,0.7014925373134329,0.7014925373134329,67.0,3.0
